jd_tt,year,month,day,date_julian_cal,weekday,kind,umbral_mag,penumbral_mag,beta_deg,delta_t_s,umbral_duration_h,irish_site,moon_alt_deg,frac_umbral_visible,visible_from_ireland
2014659.50547,803,11,3,0803-11-03,5,total,1.216,2.2142,0.3655,2920.0,3.33,Clonmacnoise,52.2,1.0,True
2014837.19958,804,4,28,0804-04-28,0,penumbral,-0.1798,0.9145,0.9861,2912.0,0.0,,,0.0,False
2015014.16513,804,10,22,0804-10-22,2,partial umbral,0.0036,0.9917,1.0462,2912.0,0.22,,-90.0,0.0,False
2015161.64132,805,3,19,0805-03-19,3,penumbral,-0.0338,1.0318,0.9559,2905.0,0.0,,,0.0,False
2015339.26057,805,9,12,0805-09-12,5,partial umbral,0.0662,1.1105,0.9321,2905.0,0.99,,-90.0,0.0,False
2015516.03231,806,3,8,0806-03-08,0,total,1.4185,2.4303,0.2434,2897.0,3.53,,-90.0,0.0,False
2015693.47626,806,9,1,0806-09-01,2,total,1.3483,2.4411,0.2395,2897.0,3.77,Clonmacnoise,29.7,1.0,True
2015870.65421,807,2,26,0807-02-26,5,total,1.0368,2.0169,0.4734,2889.0,3.16,Clonmacnoise,43.7,1.0,True
2016047.48564,807,8,21,0807-08-21,6,partial umbral,0.9617,2.0629,0.4247,2889.0,3.47,Clonmacnoise,24.9,1.0,True
2016195.87161,808,1,17,0808-01-17,1,penumbral,-0.9558,0.0665,1.5217,2882.0,0.0,,,0.0,False
2016225.32688,808,2,15,0808-02-15,2,penumbral,-0.2393,0.7536,1.1687,2882.0,0.0,,,0.0,False
2016372.10188,808,7,11,0808-07-11,2,penumbral,-0.9344,0.0915,1.4618,2882.0,0.0,,,0.0,False
2016401.58979,808,8,10,0808-08-10,4,penumbral,-0.3327,0.7281,1.1075,2882.0,0.0,,,0.0,False
2016550.25106,809,1,5,0809-01-05,5,partial umbral,0.1608,1.2433,0.8547,2874.0,1.56,Iona,11.6,0.64,True
2016726.65108,809,7,1,0809-07-01,0,partial umbral,0.5714,1.5465,0.7233,2874.0,2.57,Clonmacnoise,12.4,0.68,True
2016904.32528,809,12,25,0809-12-25,2,total,1.3696,2.4951,0.2187,2874.0,3.81,Armagh,38.0,1.0,True
2017081.35974,810,6,20,0810-06-20,4,total,1.8467,2.8066,0.0279,2866.0,3.54,,-90.0,0.0,False
2017258.2875,810,12,14,0810-12-14,6,total,1.0206,2.1375,0.3955,2866.0,3.5,Iona,30.4,0.88,True
2017436.03453,811,6,10,0811-06-10,2,partial umbral,0.4349,1.4238,0.7826,2859.0,2.32,,-90.0,0.0,False
2017612.45181,811,12,3,0811-12-03,3,penumbral,-0.1621,0.9026,1.0429,2859.0,0.0,,,0.0,False
2017760.96594,812,4,30,0812-04-30,5,penumbral,-0.2316,0.8418,1.0361,2851.0,0.0,,,0.0,False
2017937.46949,812,10,23,0812-10-23,6,partial umbral,0.0734,1.0626,1.0063,2851.0,0.98,Clonmacnoise,45.5,1.0,True
2018115.01242,813,4,19,0813-04-19,2,total,1.1059,2.2034,0.3542,2844.0,3.63,,-90.0,0.0,False
2018292.1345,813,10,13,0813-10-13,4,total,1.3036,2.2963,0.319,2844.0,3.38,,-90.0,0.0,False
2018469.07756,814,4,8,0814-04-08,6,total,1.183,2.2546,0.3314,2836.0,3.6,,-90.0,0.0,False
2018646.68264,814,10,3,0814-10-03,2,total,1.1232,2.1598,0.3884,2836.0,3.39,Clonmacnoise,37.4,1.0,True
2018823.41188,815,3,28,0815-03-28,3,penumbral,-0.11,0.9084,1.0506,2829.0,0.0,,,0.0,False
2019000.95699,815,9,22,0815-09-22,6,penumbral,-0.3123,0.7772,1.074,2829.0,0.0,,,0.0,False
2019148.63809,816,2,17,0816-02-17,0,partial umbral,0.3085,1.2891,0.8807,2821.0,1.93,Clonmacnoise,47.0,1.0,True
2019325.29877,816,8,11,0816-08-11,1,penumbral,-0.0288,1.0633,0.9185,2821.0,0.0,,,0.0,False
2019503.28664,817,2,5,0817-02-05,4,total,1.5379,2.5445,0.1831,2814.0,3.54,Armagh,20.0,0.52,True
2019679.48004,817,7,31,0817-07-31,5,total,1.4363,2.4788,0.2165,2814.0,3.68,Clonmacnoise,18.8,0.92,True
2019857.73932,818,1,26,0818-01-26,2,partial umbral,0.8488,1.9133,0.5149,2806.0,3.17,Clonmacnoise,42.2,1.0,True
2020033.96766,818,7,21,0818-07-21,3,partial umbral,0.9061,1.8927,0.5317,2806.0,3.09,,-90.0,0.0,False
2020211.8835,819,1,15,0819-01-15,6,penumbral,-0.5307,0.5856,1.1609,2799.0,0.0,,,0.0,False
2020359.37625,819,6,11,0819-06-11,6,penumbral,-0.4037,0.5601,1.275,2799.0,0.0,,,0.0,False
2020388.65415,819,7,11,0819-07-11,1,penumbral,-0.3787,0.5822,1.2684,2799.0,0.0,,,0.0,False
2020536.08104,819,12,5,0819-12-05,1,penumbral,-0.1465,0.9583,0.9874,2799.0,0.0,,,0.0,False
2020714.00823,820,5,31,0820-05-31,4,partial umbral,0.8829,1.8864,0.5288,2791.0,3.12,,-90.0,0.0,False
2020890.33401,820,11,23,0820-11-23,5,total,1.2314,2.278,0.3289,2791.0,3.47,Armagh,39.6,1.0,True
2021068.38069,821,5,20,0821-05-20,1,total,1.4145,2.4744,0.2185,2784.0,3.75,Clonmacnoise,9.5,0.24,True
2021244.86936,821,11,13,0821-11-13,3,total,1.2302,2.2285,0.3582,2784.0,3.33,Clonmacnoise,12.4,0.32,True
2021422.47063,822,5,9,0822-05-09,5,penumbral,-0.034,1.0589,0.9144,2776.0,0.0,,,0.0,False
2021599.52622,822,11,3,0822-11-03,1,partial umbral,0.0217,1.0129,1.0343,2776.0,0.54,Clonmacnoise,51.5,1.0,True
2021746.94634,823,3,30,0823-03-30,1,penumbral,-0.1208,0.9384,1.0049,2769.0,0.0,,,0.0,False
2021924.58452,823,9,24,0823-09-24,4,penumbral,-0.009,1.0419,0.9665,2769.0,0.0,,,0.0,False
2022101.3604,824,3,18,0824-03-18,5,total,1.3454,2.3513,0.285,2761.0,3.49,Clonmacnoise,22.2,0.64,True
2022278.77727,824,9,12,0824-09-12,1,total,1.2547,2.353,0.2841,2761.0,3.71,Clonmacnoise,17.1,0.4,True
2022455.99673,825,3,8,0825-03-08,3,total,1.1025,2.079,0.438,2754.0,3.22,,-90.0,0.0,False
2022632.77626,825,9,1,0825-09-01,5,total,1.0685,2.1721,0.372,2754.0,3.58,Clonmacnoise,13.1,0.32,True
2022781.22571,826,1,27,0826-01-27,6,penumbral,-0.9862,0.0366,1.5337,2746.0,0.0,,,0.0,False
2022810.67253,826,2,26,0826-02-26,1,penumbral,-0.1922,0.7997,1.1407,2746.0,0.0,,,0.0,False
2022986.88969,826,8,21,0826-08-21,2,penumbral,-0.2184,0.8421,1.0528,2746.0,0.0,,,0.0,False
2023135.59305,827,1,17,0827-01-17,4,partial umbral,0.1368,1.2204,0.8643,2739.0,1.44,Clonmacnoise,55.6,1.0,True
2023311.96051,827,7,12,0827-07-12,5,partial umbral,0.4451,1.4193,0.7946,2739.0,2.31,,-90.0,0.0,False
2023489.658,828,1,6,0828-01-06,1,total,1.3529,2.4779,0.2269,2732.0,3.8,Clonmacnoise,57.8,1.0,True
2023666.67055,828,7,1,0828-07-01,3,total,1.8113,2.7725,0.0472,2732.0,3.54,Clonmacnoise,11.6,0.48,True
2023843.62552,828,12,25,0828-12-25,5,total,1.0342,2.1487,0.39,2732.0,3.51,Clonmacnoise,60.1,1.0,True
2024021.33532,829,6,20,0829-06-20,0,partial umbral,0.5686,1.5607,0.7073,2724.0,2.61,,-90.0,0.0,False
2024197.80622,829,12,14,0829-12-14,2,penumbral,-0.151,0.9106,1.041,2724.0,0.0,,,0.0,False
2024346.24377,830,5,11,0830-05-11,3,penumbral,-0.3817,0.6925,1.1082,2717.0,0.0,,,0.0,False
2024375.77333,830,6,10,0830-06-10,5,penumbral,-0.9729,0.0743,1.443,2717.0,0.0,,,0.0,False
2024522.83173,830,11,4,0830-11-04,5,partial umbral,0.0538,1.0441,1.0179,2717.0,0.84,Clonmacnoise,7.2,0.4,True
2024700.28667,831,4,30,0831-04-30,0,partial umbral,0.9647,2.0595,0.4242,2709.0,3.48,,-90.0,0.0,False
2024877.49014,831,10,24,0831-10-24,2,total,1.2689,2.2657,0.3365,2709.0,3.37,Clonmacnoise,49.6,1.0,True
2025054.36854,832,4,18,0832-04-18,4,total,1.3106,2.3764,0.2694,2702.0,3.69,Clonmacnoise,14.9,0.44,True
2025232.02129,832,10,13,0832-10-13,0,total,1.1624,2.2051,0.365,2702.0,3.44,,-90.0,0.0,False
2025408.72653,833,4,8,0833-04-08,2,penumbral,-0.0009,1.0113,0.9974,2695.0,0.0,,,0.0,False
2025586.27225,833,10,2,0833-10-02,4,penumbral,-0.2553,0.8402,1.0416,2695.0,0.0,,,0.0,False
2025733.98626,834,2,27,0834-02-27,5,partial umbral,0.2566,1.2344,0.9103,2687.0,1.78,,-90.0,0.0,False
2025910.58719,834,8,23,0834-08-23,0,penumbral,-0.1422,0.9512,0.9758,2687.0,0.0,,,0.0,False
2026088.63466,835,2,17,0835-02-17,3,total,1.4938,2.5001,0.2067,2680.0,3.53,Clonmacnoise,47.5,1.0,True
2026264.78102,835,8,12,0835-08-12,4,total,1.3203,2.362,0.2774,2680.0,3.61,Clonmacnoise,6.5,0.12,True
2026443.07802,836,2,6,0836-02-06,0,partial umbral,0.8804,1.9456,0.4969,2673.0,3.22,,-90.0,0.0,False
2026619.28055,836,7,31,0836-07-31,1,total,1.0291,2.0151,0.4662,2673.0,3.21,,-90.0,0.0,False
2026797.21155,837,1,25,0837-01-25,4,penumbral,-0.5033,0.6123,1.1459,2665.0,0.0,,,0.0,False
2026944.68522,837,6,22,0837-06-22,5,penumbral,-0.54,0.4255,1.3482,2665.0,0.0,,,0.0,False
2026973.96941,837,7,21,0837-07-21,6,penumbral,-0.2568,0.7057,1.2002,2665.0,0.0,,,0.0,False
2027121.42334,837,12,15,0837-12-15,6,penumbral,-0.1492,0.953,0.9916,2665.0,0.0,,,0.0,False
2027299.30458,838,6,11,0838-06-11,2,partial umbral,0.7356,1.7423,0.6044,2658.0,2.93,,-90.0,0.0,False
2027475.69183,838,12,5,0838-12-05,4,total,1.2297,2.2739,0.3313,2658.0,3.46,Clonmacnoise,53.6,1.0,True
2027653.65886,839,6,1,0839-06-01,0,total,1.5638,2.626,0.1421,2651.0,3.82,Clonmacnoise,12.9,0.56,True
2027830.23577,839,11,24,0839-11-24,1,total,1.2398,2.2378,0.3535,2651.0,3.33,Iona,18.6,0.56,True
2028007.73855,840,5,20,0840-05-20,4,partial umbral,0.1191,1.211,0.8393,2644.0,1.4,,-90.0,0.0,False
2028184.89095,840,11,13,0840-11-13,6,partial umbral,0.0318,1.0257,1.027,2644.0,0.65,,-90.0,0.0,False
2028332.24637,841,4,9,0841-04-09,6,penumbral,-0.2197,0.8331,1.0604,2636.0,0.0,,,0.0,False
2028509.91342,841,10,4,0841-10-04,2,penumbral,-0.0719,0.9855,0.9944,2636.0,0.0,,,0.0,False
2028686.68335,842,3,30,0842-03-30,4,total,1.2594,2.2594,0.334,2629.0,3.43,Clonmacnoise,28.0,1.0,True
2028864.08406,842,9,23,0842-09-23,6,total,1.1751,2.2787,0.3217,2629.0,3.66,,-90.0,0.0,False
2029041.33365,843,3,19,0843-03-19,1,total,1.1808,2.1538,0.3955,2622.0,3.28,Armagh,17.4,0.48,True
2029218.07407,843,9,12,0843-09-12,3,total,1.1603,2.2663,0.3266,2622.0,3.66,,-90.0,0.0,False
2029396.01307,844,3,8,0844-03-08,6,penumbral,-0.1356,0.8554,1.1074,2615.0,0.0,,,0.0,False
2029572.19546,844,8,31,0844-08-31,0,penumbral,-0.1147,0.9457,1.0031,2615.0,0.0,,,0.0,False
2029720.9315,845,1,27,0845-01-27,2,partial umbral,0.107,1.1912,0.8769,2607.0,1.29,,-90.0,0.0,False
2029897.2728,845,7,22,0845-07-22,3,partial umbral,0.3241,1.2979,0.8632,2607.0,2.0,,-90.0,0.0,False
2030074.98793,846,1,16,0846-01-16,6,total,1.3306,2.4545,0.2379,2600.0,3.79,,-90.0,0.0,False
2030251.98278,846,7,12,0846-07-12,1,total,1.6786,2.6419,0.1205,2600.0,3.53,,-90.0,0.0,False
2030428.96234,847,1,5,0847-01-05,3,total,1.0519,2.163,0.3828,2593.0,3.52,,-90.0,0.0,False
2030606.63688,847,7,2,0847-07-02,6,partial umbral,0.699,1.6951,0.6339,2593.0,2.84,Clonmacnoise,11.9,0.76,True
2030783.15979,847,12,25,0847-12-25,0,penumbral,-0.1365,0.9215,1.0374,2593.0,0.0,,,0.0,False
2030931.51941,848,5,22,0848-05-22,2,penumbral,-0.5343,0.5411,1.1812,2586.0,0.0,,,0.0,False
2030961.05529,848,6,20,0848-06-20,3,penumbral,-0.8391,0.2117,1.3693,2586.0,0.0,,,0.0,False
2031108.19704,848,11,14,0848-11-14,3,partial umbral,0.0406,1.0318,1.0259,2586.0,0.73,,-90.0,0.0,False
2031285.55747,849,5,11,0849-05-11,6,partial umbral,0.8161,1.9084,0.498,2579.0,3.29,Clonmacnoise,17.7,1.0,True
2031462.84967,849,11,4,0849-11-04,1,total,1.2437,2.2443,0.3488,2579.0,3.35,Clonmacnoise,14.0,0.36,True
2031639.65553,850,4,30,0850-04-30,3,total,1.4482,2.5086,0.2019,2572.0,3.75,Clonmacnoise,19.6,0.8,True
2031817.36455,850,10,24,0850-10-24,5,total,1.1906,2.239,0.3476,2572.0,3.47,Clonmacnoise,40.0,1.0,True
2031994.03651,851,4,19,0851-04-19,0,partial umbral,0.12,1.1265,0.9375,2564.0,1.29,,-90.0,0.0,False
2032171.59384,851,10,14,0851-10-14,3,penumbral,-0.2123,0.8887,1.0165,2564.0,0.0,,,0.0,False
2032319.32852,852,3,9,0852-03-09,3,partial umbral,0.191,1.1661,0.9473,2557.0,1.55,Armagh,12.6,0.56,True
2032495.88213,852,9,2,0852-09-02,5,penumbral,-0.2424,0.8524,1.0268,2557.0,0.0,,,0.0,False
2032673.97677,853,2,27,0853-02-27,1,total,1.4375,2.4433,0.2368,2550.0,3.52,,-90.0,0.0,False
2032850.08771,853,8,22,0853-08-22,2,total,1.2146,2.2556,0.3335,2550.0,3.52,,-90.0,0.0,False
2033028.41037,854,2,16,0854-02-16,5,partial umbral,0.9246,1.9899,0.4726,2543.0,3.28,Clonmacnoise,39.4,1.0,True
2033204.59796,854,8,12,0854-08-12,0,total,1.1433,2.1293,0.405,2543.0,3.31,Clonmacnoise,22.0,1.0,True
2033382.53463,855,2,6,0855-02-06,3,penumbral,-0.4657,0.6485,1.1262,2536.0,0.0,,,0.0,False
2033529.99456,855,7,3,0855-07-03,3,penumbral,-0.6749,0.293,1.42,2536.0,0.0,,,0.0,False
2033559.28787,855,8,1,0855-08-01,4,penumbral,-0.1421,0.8226,1.1355,2536.0,0.0,,,0.0,False
2033706.76581,855,12,27,0855-12-27,5,penumbral,-0.1524,0.9466,0.9963,2536.0,0.0,,,0.0,False
2033884.60044,856,6,22,0856-06-22,1,partial umbral,0.5889,1.5993,0.679,2529.0,2.69,Clonmacnoise,11.6,1.0,True
2034061.0513,856,12,15,0856-12-15,2,total,1.2305,2.2717,0.3327,2529.0,3.46,,-90.0,0.0,False
2034238.93453,857,6,11,0857-06-11,5,total,1.7172,2.7821,0.064,2522.0,3.86,,-90.0,0.0,False
2034415.60444,857,12,5,0857-12-05,0,total,1.2451,2.2423,0.3513,2522.0,3.33,Clonmacnoise,59.0,1.0,True
2034593.00441,858,5,31,0858-05-31,2,partial umbral,0.2777,1.3689,0.7616,2515.0,2.09,,-90.0,0.0,False
2034770.25779,858,11,24,0858-11-24,4,partial umbral,0.0368,1.033,1.0224,2515.0,0.7,Iona,12.4,1.0,True
2034917.54311,859,4,21,0859-04-21,5,penumbral,-0.327,0.7198,1.1205,2508.0,0.0,,,0.0,False
2034947.06777,859,5,20,0859-05-20,6,penumbral,-1.039,0.0291,1.4444,2508.0,0.0,,,0.0,False
2035095.24721,859,10,15,0859-10-15,0,penumbral,-0.1227,0.9408,1.0161,2508.0,0.0,,,0.0,False
2035272.0027,860,4,9,0860-04-09,2,total,1.1643,2.1588,0.3879,2501.0,3.35,,-90.0,0.0,False
2035449.39583,860,10,3,0860-10-03,4,total,1.1072,2.2159,0.3535,2501.0,3.6,Clonmacnoise,38.0,1.0,True
2035626.66569,861,3,30,0861-03-30,0,total,1.2699,2.2397,0.3468,2494.0,3.34,Clonmacnoise,29.6,1.0,True
2035803.3785,861,9,22,0861-09-22,1,total,1.2387,2.3469,0.2879,2494.0,3.72,Clonmacnoise,30.9,0.88,True
2035981.34633,862,3,19,0862-03-19,4,penumbral,-0.064,0.9262,1.0658,2487.0,0.0,,,0.0,False
2036157.50908,862,9,12,0862-09-12,6,penumbral,-0.0261,1.0343,0.9608,2487.0,0.0,,,0.0,False
2036306.26322,863,2,7,0863-02-07,0,partial umbral,0.0643,1.1486,0.8961,2480.0,1.01,Iona,5.1,0.12,True
2036482.58969,863,8,3,0863-08-03,2,partial umbral,0.2119,1.186,0.9267,2480.0,1.64,Clonmacnoise,19.9,1.0,True
2036660.31272,864,1,27,0864-01-27,4,total,1.2981,2.42,0.2542,2473.0,3.77,Armagh,29.8,0.76,True
2036837.29771,864,7,22,0864-07-22,6,total,1.5523,2.5181,0.1899,2473.0,3.49,,-90.0,0.0,False
2037014.29719,865,1,15,0865-01-15,1,total,1.0749,2.1821,0.373,2466.0,3.54,Armagh,28.6,0.76,True
2037191.93813,865,7,12,0865-07-12,4,partial umbral,0.8287,1.8292,0.5613,2466.0,3.04,,-90.0,0.0,False
2037368.51354,866,1,5,0866-01-05,6,penumbral,-0.1212,0.9325,1.0335,2459.0,0.0,,,0.0,False
2037516.79095,866,6,2,0866-06-02,0,penumbral,-0.6934,0.3836,1.2572,2459.0,0.0,,,0.0,False
2037546.3359,866,7,1,0866-07-01,1,penumbral,-0.7038,0.3512,1.2953,2459.0,0.0,,,0.0,False
2037693.56556,866,11,26,0866-11-26,2,partial umbral,0.0341,1.0257,1.0301,2459.0,0.67,Clonmacnoise,57.0,1.0,True
2037870.82556,867,5,22,0867-05-22,4,partial umbral,0.6615,1.7516,0.5748,2452.0,3.04,,-90.0,0.0,False
2038048.21284,867,11,15,0867-11-15,6,total,1.2277,2.2317,0.3561,2452.0,3.35,Iona,13.8,0.36,True
2038224.94092,868,5,10,0868-05-10,1,total,1.5912,2.6464,0.1312,2445.0,3.79,,-90.0,0.0,False
2038402.71127,868,11,4,0868-11-04,4,total,1.2101,2.264,0.3349,2445.0,3.49,Clonmacnoise,43.3,1.0,True
2038579.34426,869,4,29,0869-04-29,5,partial umbral,0.2472,1.2483,0.8737,2438.0,1.81,,-90.0,0.0,False
2038756.91967,869,10,24,0869-10-24,1,penumbral,-0.1783,0.9277,0.9963,2438.0,0.0,,,0.0,False
2038904.66532,870,3,21,0870-03-21,2,partial umbral,0.1131,1.0857,0.9909,2431.0,1.21,Clonmacnoise,29.5,1.0,True
2039081.18403,870,9,13,0870-09-13,3,penumbral,-0.3285,0.7676,1.0712,2431.0,0.0,,,0.0,False
2039259.31281,871,3,10,0871-03-10,6,total,1.3688,2.3743,0.2734,2424.0,3.49,Armagh,17.1,0.44,True
2039435.40136,871,9,2,0871-09-02,0,total,1.1224,2.1631,0.3827,2424.0,3.44,Clonmacnoise,25.1,0.84,True
2039613.73607,872,2,28,0872-02-28,4,partial umbral,0.9819,2.0472,0.4418,2417.0,3.35,Clonmacnoise,32.7,0.96,True
2039789.92116,872,8,22,0872-08-22,5,total,1.2455,2.2319,0.3499,2417.0,3.38,,-90.0,0.0,False
2039967.85144,873,2,16,0873-02-16,1,penumbral,-0.4147,0.6976,1.1003,2410.0,0.0,,,0.0,False
2040115.30512,873,7,13,0873-07-13,1,penumbral,-0.8069,0.1639,1.4896,2410.0,0.0,,,0.0,False
2040144.61009,873,8,12,0873-08-12,3,penumbral,-0.0355,0.9317,1.0752,2410.0,0.0,,,0.0,False
2040292.10697,874,1,6,0874-01-06,3,penumbral,-0.1595,0.9355,1.0033,2403.0,0.0,,,0.0,False
2040469.89599,874,7,3,0874-07-03,6,partial umbral,0.4425,1.4573,0.7527,2403.0,2.4,,-90.0,0.0,False
2040646.41005,874,12,26,0874-12-26,0,total,1.2282,2.2657,0.3358,2403.0,3.45,Clonmacnoise,53.3,1.0,True
2040824.20945,875,6,22,0875-06-22,3,total,1.8153,2.8835,0.0139,2397.0,3.88,,-90.0,0.0,False
2041000.97381,875,12,16,0875-12-16,5,total,1.2501,2.2461,0.3493,2397.0,3.33,,-90.0,0.0,False
2041178.26911,876,6,10,0876-06-10,0,partial umbral,0.4395,1.5303,0.6825,2390.0,2.57,,-90.0,0.0,False
2041355.62641,876,12,5,0876-12-05,3,partial umbral,0.0377,1.0357,1.0201,2390.0,0.71,Clonmacnoise,53.4,1.0,True
2041502.83645,877,5,1,0877-05-01,3,penumbral,-0.4431,0.598,1.1855,2383.0,0.0,,,0.0,False
2041532.34363,877,5,30,0877-05-30,4,penumbral,-0.8824,0.1819,1.3706,2383.0,0.0,,,0.0,False
2041680.58568,877,10,26,0877-10-26,6,penumbral,-0.1617,0.9077,1.0316,2383.0,0.0,,,0.0,False
2041857.31718,878,4,20,0878-04-20,0,total,1.0568,2.0461,0.4488,2376.0,3.25,Armagh,5.2,0.08,True
2042034.71387,878,10,15,0878-10-15,3,total,1.0539,2.1673,0.3781,2376.0,3.55,Clonmacnoise,37.2,1.0,True
2042211.99291,879,4,10,0879-04-10,5,total,1.3698,2.3367,0.292,2369.0,3.4,,-90.0,0.0,False
2042388.68971,879,10,4,0879-10-04,0,total,1.3036,2.4137,0.2558,2369.0,3.76,Clonmacnoise,37.0,1.0,True
2042566.67471,880,3,30,0880-03-30,3,partial umbral,0.0168,1.0065,1.0191,2363.0,0.48,Clonmacnoise,22.1,1.0,True
2042742.82941,880,9,22,0880-09-22,4,partial umbral,0.0502,1.1106,0.9245,2363.0,0.88,,-90.0,0.0,False
2042891.58989,881,2,18,0881-02-18,6,partial umbral,0.0124,1.0965,0.92,2356.0,0.45,Clonmacnoise,44.9,1.0,True
2043067.91055,881,8,13,0881-08-13,0,partial umbral,0.1073,1.082,0.9861,2356.0,1.18,,-90.0,0.0,False
2043245.6334,882,2,7,0882-02-07,3,total,1.2574,2.3769,0.2747,2349.0,3.75,Clonmacnoise,50.2,1.0,True
2043422.61593,882,8,3,0882-08-03,5,total,1.4336,2.4026,0.2547,2349.0,3.45,Clonmacnoise,19.3,1.0,True
2043599.62809,883,1,27,0883-01-27,0,total,1.1079,2.2104,0.3585,2342.0,3.56,Clonmacnoise,54.2,1.0,True
2043777.2423,883,7,23,0883-07-23,2,partial umbral,0.95,1.9556,0.4934,2342.0,3.19,,-90.0,0.0,False
2043953.86475,884,1,16,0884-01-16,4,penumbral,-0.0992,0.9497,1.0263,2336.0,0.0,,,0.0,False
2044102.06175,884,6,12,0884-06-12,5,penumbral,-0.8523,0.2267,1.3329,2336.0,0.0,,,0.0,False
2044131.61788,884,7,12,0884-07-12,0,penumbral,-0.5722,0.4874,1.2236,2336.0,0.0,,,0.0,False
2044278.93508,884,12,6,0884-12-06,0,partial umbral,0.0295,1.021,1.0332,2336.0,0.62,,-90.0,0.0,False
2044456.09226,885,6,1,0885-06-01,2,partial umbral,0.5039,1.5922,0.6532,2329.0,2.72,,-90.0,0.0,False
2044633.578,885,11,26,0885-11-26,5,total,1.2165,2.2235,0.3607,2329.0,3.35,Clonmacnoise,57.7,1.0,True
2044810.22369,886,5,21,0886-05-21,6,total,1.7417,2.7923,0.0561,2322.0,3.82,,-90.0,0.0,False
2044988.06135,886,11,15,0886-11-15,2,total,1.2214,2.2801,0.3268,2322.0,3.51,,-90.0,0.0,False
2045164.64901,887,5,11,0887-05-11,4,partial umbral,0.3826,1.3789,0.8048,2315.0,2.21,Clonmacnoise,14.1,0.88,True
2045342.24974,887,11,4,0887-11-04,6,penumbral,-0.1539,0.9566,0.9812,2315.0,0.0,,,0.0,False
2045489.99653,888,3,31,0888-03-31,0,partial umbral,0.0229,0.9933,1.041,2309.0,0.55,,-90.0,0.0,False
2045519.3044,888,4,29,0888-04-29,1,penumbral,-0.8621,0.1025,1.5343,2309.0,0.0,,,0.0,False
2045666.49331,888,9,23,0888-09-23,1,penumbral,-0.3996,0.6978,1.1084,2309.0,0.0,,,0.0,False
2045844.64213,889,3,21,0889-03-21,5,total,1.2862,2.2914,0.3172,2302.0,3.45,Clonmacnoise,34.5,1.0,True
2046020.72153,889,9,13,0889-09-13,6,total,1.0426,2.0832,0.4257,2302.0,3.35,Clonmacnoise,24.2,0.76,True
2046199.05481,890,3,10,0890-03-10,2,total,1.053,2.1182,0.4042,2295.0,3.44,,-90.0,0.0,False
2046375.25013,890,9,2,0890-09-02,3,total,1.3362,2.3233,0.3007,2295.0,3.42,,-90.0,0.0,False
2046553.16188,891,2,27,0891-02-27,6,penumbral,-0.3502,0.7599,1.068,2289.0,0.0,,,0.0,False
2046700.61812,891,7,25,0891-07-25,0,penumbral,-0.9333,0.0411,1.5556,2289.0,0.0,,,0.0,False
2046729.93709,891,8,23,0891-08-23,1,partial umbral,0.0604,1.0307,1.0205,2289.0,0.89,,-90.0,0.0,False
2046877.44668,892,1,17,0892-01-17,1,penumbral,-0.1709,0.9195,1.0128,2282.0,0.0,,,0.0,False
2047055.19203,892,7,13,0892-07-13,4,partial umbral,0.2987,1.3184,0.8244,2282.0,2.02,,-90.0,0.0,False
2047231.76845,893,1,6,0893-01-06,6,total,1.224,2.2575,0.34,2276.0,3.43,Clonmacnoise,39.8,1.0,True
2047409.48411,893,7,2,0893-07-02,1,total,1.6585,2.7303,0.0913,2276.0,3.87,Clonmacnoise,13.3,0.8,True
2047586.34288,893,12,26,0893-12-26,3,total,1.2561,2.2505,0.3468,2276.0,3.34,Armagh,40.4,1.0,True
2047763.53393,894,6,22,0894-06-22,6,partial umbral,0.6016,1.6925,0.6031,2269.0,2.93,Clonmacnoise,13.1,1.0,True
2047940.9951,894,12,16,0894-12-16,1,partial umbral,0.0381,1.0375,1.0181,2269.0,0.71,,-90.0,0.0,False
2048088.12843,895,5,12,0895-05-12,1,penumbral,-0.5633,0.4725,1.2531,2262.0,0.0,,,0.0,False
2048117.62085,895,6,11,0895-06-11,3,penumbral,-0.7265,0.3343,1.2968,2262.0,0.0,,,0.0,False
2048265.92704,895,11,6,0895-11-06,4,penumbral,-0.1932,0.8814,1.0435,2262.0,0.0,,,0.0,False
2048442.62953,896,5,1,0896-05-01,6,partial umbral,0.9433,1.9279,0.5131,2256.0,3.13,Clonmacnoise,18.8,1.0,True
2048620.03656,896,10,25,0896-10-25,1,total,1.0112,2.1288,0.3976,2256.0,3.51,,-90.0,0.0,False
2048797.31534,897,4,20,0897-04-20,3,total,1.4804,2.4449,0.2309,2249.0,3.45,Armagh,6.2,0.08,True
2048974.00756,897,10,14,0897-10-14,5,total,1.3553,2.4671,0.2302,2249.0,3.78,,-90.0,0.0,False
2049151.99646,898,4,10,0898-04-10,1,partial umbral,0.1113,1.1008,0.965,2243.0,1.22,,-90.0,0.0,False
2049328.15755,898,10,3,0898-10-03,2,partial umbral,0.1112,1.1715,0.8959,2243.0,1.29,,-90.0,0.0,False
2049476.90842,899,3,1,0899-03-01,4,penumbral,-0.0554,1.0282,0.9518,2236.0,0.0,,,0.0,False
2049653.23752,899,8,24,0899-08-24,5,partial umbral,0.0152,0.9912,1.0385,2236.0,0.45,,-90.0,0.0,False
2049830.94792,900,2,18,0900-02-18,1,total,1.2041,2.3207,0.3014,2230.0,3.71,,-90.0,0.0,False
