jd_tt,year,month,day,date_julian_cal,weekday,gamma,geo_sep_deg,delta_t_central_s,delta_t_sigma_s,Armagh_mag_central,Armagh_alt_central,Armagh_ut_central,Armagh_mag_max_over_dt,Armagh_mag_min_over_dt,Iona_mag_central,Iona_alt_central,Iona_ut_central,Iona_mag_max_over_dt,Iona_mag_min_over_dt,Clonmacnoise_mag_central,Clonmacnoise_alt_central,Clonmacnoise_ut_central,Clonmacnoise_mag_max_over_dt,Clonmacnoise_mag_min_over_dt,Bangor_mag_central,Bangor_alt_central,Bangor_ut_central,Bangor_mag_max_over_dt,Bangor_mag_min_over_dt,Jarrow_mag_central,Jarrow_alt_central,Jarrow_ut_central,Jarrow_mag_max_over_dt,Jarrow_mag_min_over_dt,Rome_mag_central,Rome_alt_central,Rome_ut_central,Rome_mag_max_over_dt,Rome_mag_min_over_dt,Constantinople_mag_central,Constantinople_alt_central,Constantinople_ut_central,Constantinople_mag_max_over_dt,Constantinople_mag_min_over_dt,Alexandria_mag_central,Alexandria_alt_central,Alexandria_ut_central,Alexandria_mag_max_over_dt,Alexandria_mag_min_over_dt,irish_mag_central,irish_mag_max_over_dt,irish_mag_min_over_dt
1931457.64383,576,1,17,0576-01-17,5,-0.6548,0.5887,4873.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1931634.5542,576,7,12,0576-07-12,0,0.4854,0.4948,4873.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1931811.61141,577,1,5,0577-01-05,2,0.0333,0.0302,4863.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1931989.22308,577,7,1,0577-07-01,4,-0.2622,0.2591,4863.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1932165.77728,577,12,25,0577-12-25,6,0.7194,0.6841,4863.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0238,0.0,0.0,0.0,0.0
1932343.67091,578,6,21,0578-06-21,2,-1.0748,1.006,4854.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1932490.78212,578,11,15,0578-11-15,2,-1.3505,1.3754,4854.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1932520.24365,578,12,14,0578-12-14,3,1.3524,1.3555,4854.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1932668.19972,579,5,11,0579-05-11,4,0.9631,0.8638,4845.4,40.0,0.3382,28.5,16:46,0.3439,0.3326,0.3816,28.6,16:42,0.3868,0.3764,0.3099,29.4,16:46,0.3156,0.3043,0.3493,27.8,16:46,0.3549,0.3436,0.3754,25.1,16:48,0.3814,0.3694,0.1848,10.5,17:12,0.1938,0.1759,0.2835,-0.7,17:08,0.2882,0.275,0.0,,,0.0,0.0,0.3816,0.3868,0.3764
1932845.43842,579,11,4,0579-11-04,6,-0.6996,0.7079,4845.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1933022.27808,580,4,29,0580-04-29,1,0.1865,0.1719,4836.1,40.0,0.1658,9.8,18:39,0.1718,0.1597,0.1256,10.3,18:37,0.1313,0.1199,0.193,10.0,18:41,0.1992,0.1869,0.155,9.3,18:39,0.161,0.1489,0.1283,7.0,18:39,0.1345,0.1221,0.0,,,0.0658,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.193,0.1992,0.1869
1933199.97565,580,10,24,0580-10-24,4,-0.0163,0.0157,4836.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1933376.62825,581,4,19,0581-04-19,6,-0.5799,0.5642,4826.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1933554.23538,581,10,13,0581-10-13,1,0.7209,0.6603,4826.9,40.0,0.5736,4.3,16:52,0.5746,0.5727,0.5565,3.9,16:48,0.5575,0.5558,0.5823,5.1,16:54,0.5832,0.5812,0.5716,3.6,16:52,0.5727,0.5706,0.5735,0.9,16:54,0.5752,0.5717,0.1907,-0.7,16:28,0.2737,0.1338,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.5823,0.5832,0.5812
1933701.90567,582,3,10,0582-03-10,2,1.2831,1.3102,4817.6,40.0,0.3818,8.6,07:55,0.383,0.3803,0.3995,8.7,07:59,0.401,0.3981,0.3728,7.9,07:53,0.3738,0.3717,0.3836,9.1,07:55,0.3851,0.3818,0.3801,11.5,07:57,0.3823,0.3776,0.1724,23.4,07:43,0.1775,0.1667,0.057,36.0,07:57,0.0669,0.047,0.0,,,0.0,0.0,0.3995,0.401,0.3981
1933731.23895,582,4,8,0582-04-08,3,-1.2774,1.296,4817.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1933878.52287,582,9,3,0582-09-03,4,-1.5345,1.3871,4817.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1933908.24296,582,10,2,0582-10-02,5,1.4335,1.2853,4817.6,40.0,0.1485,6.7,17:03,0.149,0.1478,0.1647,6.5,16:59,0.1653,0.164,0.1388,7.5,17:05,0.1394,0.1379,0.1516,6.0,17:03,0.152,0.151,0.1549,3.6,17:03,0.155,0.1548,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.1647,0.1653,0.164
1934056.56743,583,2,28,0583-02-28,0,0.6088,0.6071,4808.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1934232.69705,583,8,23,0583-08-23,1,-0.7527,0.7114,4808.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1934411.03126,584,2,17,0584-02-17,4,-0.1103,0.1043,4799.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1934587.17913,584,8,11,0584-08-11,5,0.0223,0.0223,4799.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1934765.18551,585,2,5,0585-02-05,1,-0.8526,0.7705,4789.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1934941.85927,585,8,1,0585-08-01,3,0.7439,0.7592,4789.8,40.0,0.8966,10.5,06:03,0.9041,0.889,0.9333,11.7,06:07,0.9408,0.9263,0.8831,9.4,06:03,0.8913,0.8749,0.8964,11.1,06:03,0.9038,0.889,0.8774,13.8,06:05,0.8848,0.8702,0.4714,18.3,05:49,0.4805,0.4623,0.3365,32.1,05:57,0.3437,0.3293,0.0323,30.9,05:47,0.0411,0.0237,0.9333,0.9408,0.9263
1935089.40616,585,12,26,0585-12-26,3,1.4736,1.3505,4789.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1935119.15746,586,1,25,0586-01-25,5,-1.5359,1.3834,4780.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1935267.19308,586,6,22,0586-06-22,6,-1.0883,1.0598,4780.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1935296.54641,586,7,22,0586-07-22,1,1.4883,1.4859,4780.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1935443.65898,586,12,16,0586-12-16,1,0.7247,0.7007,4780.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1935621.55837,587,6,12,0587-06-12,4,-0.3452,0.3185,4771.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1935798.19169,587,12,5,0587-12-05,5,0.0168,0.017,4771.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1935975.64625,588,5,31,0588-05-31,1,0.4302,0.3859,4762.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1936152.84456,588,11,24,0588-11-24,3,-0.6487,0.6604,4762.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1936329.69426,589,5,20,0589-05-20,5,1.1766,1.0744,4752.9,40.0,0.0,,,0.0,0.0,0.0954,-0.9,03:56,0.1505,0.0089,0.0,,,0.0,0.0,0.0,,,0.0023,0.0,0.2081,-0.9,03:44,0.2612,0.1241,0.0,,,0.0,0.0,0.4379,-0.7,02:38,0.4545,0.3999,0.0,,,0.0,0.0,0.0954,0.1505,0.0089
1936477.86569,589,10,15,0589-10-15,6,1.4453,1.3733,4752.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1936507.42155,589,11,13,0589-11-13,0,-1.3631,1.3345,4752.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1936654.58766,590,4,10,0590-04-10,1,-0.7757,0.766,4743.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1936832.0427,590,10,4,0590-10-04,3,0.7886,0.7146,4743.7,40.0,0.6807,26.7,10:30,0.6939,0.6678,0.7193,25.0,10:30,0.7317,0.7071,0.6476,27.1,10:30,0.6608,0.6345,0.6966,26.8,10:32,0.7095,0.6837,0.7463,27.8,10:36,0.7596,0.7329,0.7302,43.0,11:08,0.7494,0.7109,0.9308,38.4,11:34,0.9309,0.9306,0.8606,42.3,11:58,0.8772,0.8434,0.7193,0.7317,0.7071
1937009.2399,591,3,30,0591-03-30,5,-0.0279,0.0285,4734.5,40.0,0.1598,8.4,17:58,0.1598,0.1597,0.0998,8.4,17:56,0.0998,0.0996,0.191,9.2,17:58,0.1911,0.1906,0.1503,7.8,17:58,0.1504,0.15,0.1385,5.4,17:58,0.1394,0.1373,0.2516,-0.8,17:34,0.3082,0.1619,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.191,0.1911,0.1906
1937186.02724,591,9,23,0591-09-23,0,0.0844,0.0759,4734.5,40.0,0.1904,26.9,09:48,0.201,0.1796,0.1446,25.6,09:48,0.1547,0.1343,0.225,26.9,09:46,0.2356,0.214,0.1751,27.1,09:48,0.1858,0.1641,0.1308,28.7,09:52,0.1422,0.1192,0.2216,45.9,10:10,0.2407,0.2024,0.0,,,0.0,0.0,0.0921,54.9,10:54,0.1148,0.0696,0.225,0.2356,0.214
1937363.93001,592,3,19,0592-03-19,3,0.6953,0.6995,4725.2,40.0,0.5676,20.9,09:00,0.5763,0.5595,0.5625,20.4,09:04,0.5707,0.5545,0.563,20.4,08:58,0.5712,0.5548,0.5732,21.4,09:02,0.5818,0.5645,0.6024,23.7,09:06,0.6122,0.5929,0.8478,38.0,08:56,0.8643,0.8314,0.9403,47.8,09:16,0.9612,0.9192,0.766,55.5,09:00,0.79,0.7417,0.5732,0.5818,0.5645
1937540.12877,592,9,11,0592-09-11,4,-0.636,0.5937,4725.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1937688.89498,593,2,7,0593-02-07,6,-1.3395,1.2468,4716.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1937718.46354,593,3,8,0593-03-08,0,1.4742,1.412,4716.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1937865.16506,593,8,2,0593-08-02,0,1.2841,1.2939,4716.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.1358,17.4,15:35,0.1462,0.1252,0.0077,12.0,15:49,0.0183,0.0,0.0,0.0,0.0
1937894.53655,593,9,1,0593-09-01,2,-1.3189,1.3008,4716.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1938042.96881,594,1,27,0594-01-27,3,-0.6736,0.605,4706.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1938219.86962,594,7,23,0594-07-23,5,0.5536,0.564,4706.8,40.0,1.061,13.4,06:11,1.0612,1.0607,0.9893,14.4,06:13,0.9974,0.981,1.0605,12.1,06:09,1.0608,1.0604,1.0612,14.1,06:11,1.0614,1.0609,1.0619,16.5,06:11,1.062,0.9953,0.5567,21.9,06:01,0.5655,0.548,0.4384,36.5,06:13,0.4431,0.4341,0.1123,36.1,06:07,0.1181,0.1072,1.0612,1.0614,1.0609
1938396.94401,595,1,16,0595-01-16,0,0.0213,0.0193,4697.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1938574.52634,595,7,13,0595-07-13,3,-0.1895,0.1867,4697.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1938751.12848,596,1,5,0596-01-05,4,0.7124,0.6794,4688.4,40.0,0.756,8.4,14:46,0.7669,0.7448,0.7335,6.8,14:44,0.744,0.7227,0.757,9.7,14:46,0.7687,0.7458,0.7607,7.8,14:46,0.7719,0.7494,0.7939,5.9,14:50,0.8048,0.7823,0.7789,6.3,15:12,0.7937,0.7644,0.4387,-0.7,14:54,0.4894,0.3642,0.2988,-0.8,15:16,0.3197,0.2649,0.7607,0.7719,0.7494
1938928.95426,596,7,1,0596-07-01,0,-0.9991,0.932,4688.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1939076.15026,596,11,25,0596-11-25,0,-1.3525,1.3788,4688.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1939105.60937,596,12,25,0596-12-25,2,1.3472,1.3531,4688.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1939253.46729,597,5,21,0597-05-21,2,1.0467,0.9391,4679.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1939430.80265,597,11,15,0597-11-15,5,-0.7067,0.7141,4679.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1939607.56021,598,5,11,0598-05-11,0,0.2634,0.2435,4670.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1939785.32483,598,11,4,0598-11-04,2,-0.0271,0.0261,4670.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1939961.93291,599,4,30,0599-04-30,4,-0.5109,0.4987,4660.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1940139.564,599,10,25,0599-10-25,0,0.7036,0.643,4660.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1940287.24074,600,3,20,0600-03-20,0,1.3263,1.354,4651.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1940316.55907,600,4,19,0600-04-19,2,-1.2171,1.2363,4651.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1940493.55895,600,10,13,0600-10-13,4,1.4065,1.2613,4651.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1940641.90295,601,3,10,0601-03-10,5,0.648,0.6444,4642.5,40.0,0.4503,8.6,07:54,0.4518,0.449,0.4326,8.7,07:58,0.4343,0.4314,0.459,7.6,07:50,0.4603,0.4581,0.4485,9.1,07:54,0.45,0.4471,0.4517,11.8,07:58,0.4542,0.4497,0.6551,23.7,07:44,0.6608,0.6501,0.7706,37.3,08:06,0.7808,0.7608,0.9624,42.6,07:52,0.9744,0.9516,0.459,0.4603,0.4581
1940818.00992,601,9,2,0601-09-02,6,-0.7994,0.758,4642.5,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1940996.35717,602,2,27,0602-02-27,2,-0.0774,0.0729,4633.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1941172.50233,602,8,23,0602-08-23,4,-0.0308,0.0308,4633.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1941350.50114,603,2,17,0603-02-17,0,-0.8235,0.7431,4624.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1941527.18271,603,8,12,0603-08-12,1,0.6858,0.7,4624.1,40.0,0.8932,37.1,15:30,0.904,0.8839,0.8603,36.2,15:28,0.8691,0.8504,0.9216,38.1,15:32,0.9319,0.9111,0.8805,36.2,15:32,0.891,0.8712,0.8432,33.7,15:34,0.8527,0.8338,0.9364,22.8,16:02,0.9478,0.9262,0.8324,9.6,16:06,0.8403,0.8247,1.0551,3.9,16:20,1.0555,0.9952,0.9216,0.9319,0.9111
1941674.74511,604,1,7,0604-01-07,2,1.4783,1.3579,4615.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1941704.47818,604,2,5,0604-02-05,3,-1.5117,1.3632,4615.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1941852.49062,604,7,2,0604-07-02,4,-1.1664,1.132,4615.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1941881.85926,604,8,1,0604-08-01,6,1.4305,1.4244,4615.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1942029.01618,604,12,26,0604-12-26,6,0.7256,0.7037,4615.0,40.0,0.6232,8.0,10:28,0.6304,0.6162,0.6039,6.4,10:30,0.6105,0.5974,0.6413,8.2,10:24,0.6489,0.6339,0.6147,8.1,10:30,0.6218,0.6082,0.5908,9.1,10:34,0.5968,0.5851,0.6755,24.7,10:54,0.679,0.6723,0.6978,23.0,11:32,0.703,0.6935,0.8665,30.9,11:42,0.8737,0.8601,0.6413,0.6489,0.6339
