jd_tt,year,month,day,date_julian_cal,weekday,gamma,geo_sep_deg,delta_t_central_s,delta_t_sigma_s,Armagh_mag_central,Armagh_alt_central,Armagh_ut_central,Armagh_mag_max_over_dt,Armagh_mag_min_over_dt,Iona_mag_central,Iona_alt_central,Iona_ut_central,Iona_mag_max_over_dt,Iona_mag_min_over_dt,Clonmacnoise_mag_central,Clonmacnoise_alt_central,Clonmacnoise_ut_central,Clonmacnoise_mag_max_over_dt,Clonmacnoise_mag_min_over_dt,Bangor_mag_central,Bangor_alt_central,Bangor_ut_central,Bangor_mag_max_over_dt,Bangor_mag_min_over_dt,Jarrow_mag_central,Jarrow_alt_central,Jarrow_ut_central,Jarrow_mag_max_over_dt,Jarrow_mag_min_over_dt,Rome_mag_central,Rome_alt_central,Rome_ut_central,Rome_mag_max_over_dt,Rome_mag_min_over_dt,Constantinople_mag_central,Constantinople_alt_central,Constantinople_ut_central,Constantinople_mag_max_over_dt,Constantinople_mag_min_over_dt,Alexandria_mag_central,Alexandria_alt_central,Alexandria_ut_central,Alexandria_mag_max_over_dt,Alexandria_mag_min_over_dt,irish_mag_central,irish_mag_max_over_dt,irish_mag_min_over_dt
1942206.8349,605,6,22,0605-06-22,2,-0.4306,0.3962,4605.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1942383.56083,605,12,16,0605-12-16,4,0.018,0.0182,4605.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1942560.91001,606,6,11,0606-06-11,6,0.34,0.3049,4596.6,40.0,0.2785,31.3,07:49,0.2886,0.2683,0.2571,31.9,07:53,0.2668,0.2474,0.2798,30.2,07:47,0.2902,0.2695,0.2826,31.8,07:49,0.2928,0.2726,0.3128,34.8,07:53,0.3232,0.3026,0.6542,43.1,07:37,0.6686,0.6398,0.8634,58.5,07:55,0.8774,0.8491,0.8494,58.2,07:37,0.8666,0.8324,0.2826,0.2928,0.2726
1942738.21415,606,12,5,0606-12-05,1,-0.6476,0.6586,4596.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1942914.96785,607,5,31,0607-05-31,3,1.0904,0.9983,4587.5,40.0,0.2418,43.3,09:19,0.2534,0.2299,0.2682,43.1,09:23,0.2794,0.2572,0.2395,42.5,09:15,0.2516,0.2275,0.2371,44.0,09:21,0.2488,0.2255,0.2032,46.4,09:25,0.2147,0.1916,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.2682,0.2794,0.2572
1943063.20683,607,10,26,0607-10-26,4,1.465,1.3879,4587.5,40.0,0.1368,8.3,15:49,0.1387,0.1344,0.143,7.4,15:45,0.145,0.1408,0.1305,9.3,15:51,0.1328,0.1278,0.1394,7.6,15:49,0.1411,0.1373,0.1451,5.2,15:51,0.1457,0.144,0.011,-0.6,16:09,0.0264,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.143,0.145,0.1408
1943092.78042,607,11,25,0607-11-25,6,-1.3632,1.3308,4587.5,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1943239.90015,608,4,20,0608-04-20,6,-0.8357,0.8277,4578.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1943417.36267,608,10,14,0608-10-14,1,0.8162,0.7383,4578.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1943594.5661,609,4,10,0609-04-10,4,-0.0834,0.0851,4569.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1943771.3383,609,10,3,0609-10-03,5,0.12,0.108,4569.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1943949.25798,610,3,30,0610-03-30,1,0.6473,0.6497,4560.1,40.0,0.5979,4.0,18:29,0.5997,0.5963,0.6561,4.2,18:27,0.6578,0.6547,0.5657,4.4,18:31,0.5674,0.5641,0.6085,3.4,18:29,0.6105,0.6067,0.6257,1.0,18:29,0.6285,0.6231,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.6561,0.6578,0.6547
1944125.44858,610,9,22,0610-09-22,2,-0.5957,0.5578,4560.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1944274.2208,611,2,18,0611-02-18,4,-1.3718,1.2732,4550.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1944303.78215,611,3,20,0611-03-20,6,1.4339,1.3688,4550.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0587,-0.5,05:12,0.0853,0.0359,0.0849,7.7,04:50,0.0878,0.0817,0.0,,,0.0,0.0,0.0,0.0,0.0
1944450.48657,611,8,13,0611-08-13,5,1.3377,1.3508,4550.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1944479.86736,611,9,12,0611-09-12,0,-1.2742,1.2604,4550.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1944628.28736,612,2,7,0612-02-07,1,-0.6997,0.6281,4541.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1944805.18936,612,8,2,0612-08-02,3,0.6162,0.6273,4541.8,40.0,0.7578,39.7,15:28,0.7711,0.7441,0.7322,39.0,15:24,0.7453,0.7198,0.7842,40.6,15:30,0.7987,0.7708,0.7438,39.0,15:28,0.757,0.7302,0.697,36.4,15:30,0.7096,0.6842,0.6925,24.8,16:00,0.7052,0.68,0.5616,12.1,16:02,0.5705,0.553,0.6908,6.1,16:16,0.6994,0.6824,0.7842,0.7987,0.7708
1944982.27187,613,1,26,0613-01-26,5,0.0029,0.0026,4532.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1945159.83256,613,7,23,0613-07-23,1,-0.1212,0.119,4532.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.1136,12.6,05:11,0.1237,0.1035,0.2575,25.4,05:15,0.265,0.2497,0.5595,23.7,05:09,0.5685,0.5502,0.0,0.0,0.0
1945336.47704,614,1,15,0614-01-15,2,0.7012,0.6708,4523.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1945514.23792,614,7,12,0614-07-12,5,-0.9241,0.8593,4523.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1945661.52027,614,12,7,0614-12-07,6,-1.3528,1.3802,4523.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1945690.9739,615,1,5,0615-01-05,0,1.3403,1.3487,4514.4,40.0,0.3346,5.6,09:51,0.3368,0.3323,0.3464,4.2,09:53,0.348,0.3442,0.3252,5.5,09:47,0.3278,0.3223,0.3383,5.7,09:51,0.3401,0.3361,0.3446,7.1,09:55,0.3453,0.3438,0.2163,23.3,10:01,0.22,0.2121,0.1027,26.7,10:25,0.1138,0.0911,0.0,,,0.0,0.0,0.3464,0.348,0.3442
1945838.73232,615,6,2,0615-06-02,1,1.1333,1.0175,4514.4,40.0,0.3901,-0.7,03:55,0.4505,0.3479,0.5831,-0.9,03:39,0.5936,0.5501,0.2441,-0.9,04:05,0.29,0.1693,0.4595,-0.7,03:49,0.5097,0.4223,0.5722,-0.9,03:29,0.5722,0.5597,0.1546,-0.8,03:33,0.1866,0.0985,0.2392,2.3,02:49,0.2482,0.2303,0.026,-0.9,02:53,0.0327,0.0066,0.5831,0.5936,0.5501
1946016.16942,615,11,26,0615-11-26,3,-0.7106,0.7168,4514.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1946192.84038,616,5,21,0616-05-21,5,0.3437,0.3188,4505.3,40.0,0.1211,14.2,06:03,0.1286,0.1137,0.1014,15.4,06:07,0.1086,0.0943,0.1244,12.8,06:01,0.132,0.117,0.1235,14.8,06:03,0.131,0.116,0.1454,17.5,06:05,0.1532,0.1376,0.4377,20.7,05:43,0.4487,0.4268,0.6096,34.1,05:49,0.6221,0.597,0.8239,31.1,05:33,0.8381,0.8092,0.1244,0.132,0.117
1946370.67765,616,11,15,0616-11-15,1,-0.033,0.0317,4505.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1946547.23542,617,5,10,0617-05-10,2,-0.4384,0.4293,4496.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1946724.89647,617,11,4,0617-11-04,5,0.6914,0.6305,4496.2,40.0,0.2751,-0.8,07:41,0.334,0.19,0.2066,-0.7,07:49,0.2913,0.148,0.2234,-0.8,07:43,0.2824,0.1383,0.3119,-0.7,07:39,0.3968,0.253,0.5479,-0.8,07:23,0.6062,0.4633,0.7817,7.9,06:43,0.7929,0.7712,0.918,20.6,06:59,0.9262,0.9055,0.711,27.7,06:57,0.726,0.6961,0.3119,0.3968,0.253
1946872.57128,618,4,1,0618-04-01,6,1.3749,1.403,4487.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1946901.87597,618,4,30,0618-04-30,0,-1.1527,1.1722,4487.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1947078.88058,618,10,24,0618-10-24,2,1.3857,1.2431,4487.1,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1947227.23225,619,3,21,0619-03-21,3,0.6941,0.6884,4478.0,40.0,0.819,8.2,17:43,0.8201,0.8179,0.8704,8.0,17:41,0.8714,0.8695,0.7931,9.2,17:43,0.7948,0.7914,0.8262,7.6,17:43,0.8271,0.8252,0.8319,5.1,17:43,0.8325,0.8314,0.2415,-0.9,17:25,0.2896,0.1632,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.8704,0.8714,0.8695
1947403.32975,619,9,13,0619-09-13,4,-0.8388,0.798,4478.0,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1947581.67652,620,3,10,0620-03-10,1,-0.0373,0.035,4468.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1947757.83146,620,9,2,0620-09-02,2,-0.0775,0.0776,4468.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0885,5.3,05:10,0.0919,0.0849,0.1446,18.0,05:12,0.1454,0.1437,0.4514,18.3,05:06,0.4524,0.45,0.0,0.0,0.0
1947935.81106,621,2,27,0621-02-27,5,-0.7879,0.7101,4459.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1948112.51111,621,8,23,0621-08-23,0,0.6337,0.6467,4459.9,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1948260.08176,622,1,17,0622-01-17,0,1.4861,1.3684,4450.8,40.0,0.0445,15.5,12:57,0.0488,0.0398,0.0591,13.5,12:59,0.0633,0.0547,0.0405,16.6,12:55,0.0447,0.036,0.0435,15.1,12:59,0.048,0.0386,0.029,14.3,13:05,0.0344,0.0233,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0591,0.0633,0.0547
1948289.79444,622,2,16,0622-02-16,2,-1.4818,1.3381,4450.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1948437.78895,622,7,14,0622-07-14,3,-1.2424,1.2017,4450.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1948467.17524,622,8,12,0622-08-12,4,1.3767,1.3672,4450.8,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1948614.37195,623,1,6,0623-01-06,4,0.729,0.7089,4441.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1948792.11183,623,7,3,0623-07-03,0,-0.5143,0.4719,4441.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1948968.92852,623,12,27,0623-12-27,2,0.0213,0.0216,4441.7,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1949146.1751,624,6,21,0624-06-21,4,0.2514,0.2254,4432.6,40.0,0.4407,40.6,15:56,0.4479,0.4335,0.3965,40.4,15:52,0.4031,0.3897,0.471,41.6,15:56,0.4782,0.4636,0.4284,39.9,15:56,0.4355,0.4211,0.3968,37.2,15:58,0.4042,0.389,0.556,23.2,16:26,0.5674,0.5447,0.4248,10.7,16:28,0.436,0.4138,0.6089,4.2,16:38,0.6211,0.5969,0.471,0.4782,0.4636
1949323.5834,624,12,16,0624-12-16,0,-0.6465,0.6568,4432.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1949500.24227,625,6,10,0625-06-10,1,1.0039,0.9216,4423.6,40.0,0.2911,22.2,17:59,0.2999,0.2824,0.3294,22.7,17:57,0.3378,0.3211,0.2624,22.5,18:01,0.2714,0.2535,0.3038,21.7,17:59,0.3125,0.2951,0.3389,19.4,17:59,0.3477,0.3302,0.2159,3.2,18:17,0.2268,0.2049,0.0873,-0.8,17:33,0.1218,0.0276,0.0,,,0.0,0.0,0.3294,0.3378,0.3211
1949648.55111,625,11,6,0625-11-06,3,1.4805,1.3984,4423.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1949678.13978,625,12,5,0625-12-05,4,-1.3645,1.3283,4423.6,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1949825.20937,626,5,1,0626-05-01,4,-0.9003,0.8941,4414.5,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1950002.68788,626,10,26,0626-10-26,0,0.8372,0.7562,4414.5,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1950179.88661,627,4,21,0627-04-21,2,-0.1462,0.1492,4405.5,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1950356.65699,627,10,15,0627-10-15,4,0.1469,0.1324,4405.5,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1950534.57954,628,4,10,0628-04-10,0,0.592,0.5928,4396.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1950710.77567,628,10,3,0628-10-03,1,-0.5632,0.529,4396.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1950859.54015,629,3,1,0629-03-01,3,-1.4107,1.3056,4387.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1950889.09443,629,3,30,0629-03-30,4,1.3871,1.3196,4387.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1951035.8135,629,8,24,0629-08-24,4,1.3855,1.4017,4387.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1951065.2047,629,9,22,0629-09-22,5,-1.2365,1.2266,4387.4,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1951213.60113,630,2,18,0630-02-18,0,-0.7313,0.6561,4378.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1951390.51215,630,8,14,0630-08-14,2,0.6753,0.6868,4378.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1951567.5966,631,2,7,0631-02-07,4,-0.0199,0.0181,4369.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1951745.14109,631,8,3,0631-08-03,6,-0.0561,0.0549,4369.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1951921.82268,632,1,27,0632-01-27,1,0.6856,0.6578,4360.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.2019,-0.9,06:27,0.2582,0.1182,0.5794,3.5,05:45,0.5843,0.575,0.7298,5.6,05:29,0.7361,0.7238,0.0,0.0,0.0
1952099.52414,632,7,23,0632-07-23,4,-0.8525,0.7903,4360.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1952246.89053,632,12,17,0632-12-17,4,-1.3536,1.3818,4360.3,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1952276.33621,633,1,15,0633-01-15,5,1.3302,1.341,4351.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1952423.99789,633,6,12,0633-06-12,6,1.219,1.0953,4351.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1952601.53662,633,12,7,0633-12-07,2,-0.7139,0.7188,4351.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1952778.12092,634,6,1,0634-06-01,3,0.4244,0.3949,4342.2,40.0,0.7796,52.0,14:13,0.7841,0.7748,0.7292,50.6,14:11,0.7334,0.7248,0.8106,53.2,14:13,0.8151,0.8057,0.768,51.1,14:15,0.7729,0.7628,0.7425,48.6,14:19,0.748,0.7366,0.9597,38.9,14:53,0.9709,0.9496,0.8277,24.3,15:05,0.8394,0.8159,0.9405,18.7,15:19,0.9532,0.9274,0.8106,0.8151,0.8057
1952956.03162,634,11,26,0634-11-26,6,-0.0368,0.0352,4342.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1953132.53628,635,5,22,0635-05-22,1,-0.3629,0.3565,4333.2,40.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
