date_julian_cal,year,weekday,type,kind,magnitude,best_site,diagnostic,why,note
0593-02-21,593,6,lunar,total,1.822,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 9.6 deg up, 0.16 of umbral phase in a dark sky"
0593-08-17,593,1,lunar,total,1.733,Clonmacnoise,blind,,"Moon 22.6 deg up, 0.8 of umbral phase in a dark sky"
0594-02-10,594,3,lunar,partial umbral,0.564,Clonmacnoise,blind,,"Moon 44.2 deg up, 1.0 of umbral phase in a dark sky"
0594-07-23,594,5,solar,central,1.061,Bangor,totality-in-ireland,umbral track 18.0 km from the island,UT 06:11 at Armagh
0594-08-07,594,6,lunar,partial umbral,0.34,Clonmacnoise,blind,,"Moon 20.2 deg up, 1.0 of umbral phase in a dark sky"
0595-12-22,595,,lunar,partial umbral,0.6374,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0596-01-05,596,4,solar,partial,0.761,Bangor,blind,,UT 14:46 at Armagh
0596-06-16,596,6,lunar,total,1.129,Clonmacnoise,blind,,"Moon 11.9 deg up, 0.96 of umbral phase in a dark sky"
0596-12-10,596,1,lunar,total,1.769,Iona,blind,,"Moon 25.4 deg up, 0.68 of umbral phase in a dark sky"
0597-11-29,597,5,lunar,partial umbral,0.524,Iona,blind,,"Moon 12.0 deg up, 0.36 of umbral phase in a dark sky"
0599-10-09,599,5,lunar,partial umbral,0.493,Iona,blind,,"Moon 7.8 deg up, 0.12 of umbral phase in a dark sky"
0601-09-18,601,1,lunar,partial umbral,0.669,Clonmacnoise,blind,,"Moon 34.4 deg up, 1.0 of umbral phase in a dark sky"
0603-02-01,603,5,lunar,partial umbral,0.741,Clonmacnoise,blind,,"Moon 44.3 deg up, 1.0 of umbral phase in a dark sky"
0603-07-28,603,,lunar,partial umbral,0.5719,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0603-08-12,603,1,solar,deep partial,0.922,Clonmacnoise,blind,,UT 15:30 at Armagh
0604-07-16,604,4,lunar,total,1.687,Clonmacnoise,blind,,"Moon 12.1 deg up, 0.4 of umbral phase in a dark sky"
0604-12-26,604,6,solar,partial,0.641,Clonmacnoise,blind,,UT 10:28 at Armagh
0605-01-11,605,1,lunar,partial umbral,0.433,Clonmacnoise,blind,,"Moon 58.6 deg up, 1.0 of umbral phase in a dark sky"
0607-11-09,607,4,lunar,total,1.642,Iona,blind,,"Moon 5.2 deg up, 0.04 of umbral phase in a dark sky"
0608-05-05,608,0,lunar,partial umbral,0.823,Clonmacnoise,blind,,"Moon 4.2 deg up, 0.04 of umbral phase in a dark sky"
0608-10-29,608,2,lunar,partial umbral,0.81,Clonmacnoise,blind,,"Moon 48.5 deg up, 1.0 of umbral phase in a dark sky"
0610-03-30,610,1,solar,partial,0.656,Iona,blind,,UT 18:29 at Armagh
0610-09-08,610,2,lunar,partial umbral,0.521,Clonmacnoise,blind,,"Moon 29.5 deg up, 1.0 of umbral phase in a dark sky"
0611-03-04,611,,lunar,total,1.8395,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0611-08-29,611,0,lunar,total,1.835,Clonmacnoise,blind,,"Moon 19.0 deg up, 0.52 of umbral phase in a dark sky"
0612-02-22,612,2,lunar,partial umbral,0.619,Clonmacnoise,blind,,"Moon 21.5 deg up, 0.72 of umbral phase in a dark sky"
0612-08-02,612,3,solar,partial,0.784,Clonmacnoise,blind,,UT 15:28 at Armagh
0612-08-17,612,4,lunar,partial umbral,0.46,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 6.9 deg up, 0.12 of umbral phase in a dark sky"
0614-01-01,614,2,lunar,partial umbral,0.624,Clonmacnoise,blind,,"Moon 58.0 deg up, 1.0 of umbral phase in a dark sky"
0614-12-22,614,0,lunar,total,1.778,Clonmacnoise,blind,,"Moon 60.0 deg up, 1.0 of umbral phase in a dark sky"
0615-06-02,615,1,solar,partial,0.583,Iona,blind,,UT 03:55 at Armagh
0615-06-17,615,2,lunar,total,1.414,Clonmacnoise,blind,,"Moon 12.6 deg up, 0.92 of umbral phase in a dark sky"
0615-12-11,615,4,lunar,partial umbral,0.536,Clonmacnoise,blind,,"Moon 59.1 deg up, 1.0 of umbral phase in a dark sky"
0616-05-21,616.0,5.0,solar,partial,0.1244,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
0617-04-26,617,,lunar,partial umbral,0.2659,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0617-10-20,617,4,lunar,partial umbral,0.463,Clonmacnoise,blind,,"Moon 47.7 deg up, 1.0 of umbral phase in a dark sky"
0618-04-15,618,6,lunar,total,1.613,Armagh,blind,,"Moon 6.3 deg up, 0.08 of umbral phase in a dark sky"
0618-10-09,618,1,lunar,total,1.714,Armagh,blind,,"Moon 17.1 deg up, 0.4 of umbral phase in a dark sky"
0619-03-21,619,3,solar,partial,0.871,Iona,local-if-recorded,"deep over Ireland, shallow in the Mediterranean",UT 17:43 at Armagh
0619-04-04,619,3,lunar,partial umbral,0.691,Armagh,blind,,"Moon 12.6 deg up, 0.32 of umbral phase in a dark sky"
0621-02-12,621,4,lunar,partial umbral,0.704,Clonmacnoise,blind,,"Moon 28.6 deg up, 1.0 of umbral phase in a dark sky"
0621-08-08,621,6,lunar,partial umbral,0.442,Clonmacnoise,blind,,"Moon 20.8 deg up, 1.0 of umbral phase in a dark sky"
0622-02-01,622,1,lunar,total,1.809,Clonmacnoise,blind,,"Moon 49.2 deg up, 1.0 of umbral phase in a dark sky"
0622-07-28,622,3,lunar,total,1.822,Clonmacnoise,blind,,"Moon 13.5 deg up, 0.44 of umbral phase in a dark sky"
0624-06-07,624,4,lunar,partial umbral,0.012,Clonmacnoise,blind,,"Moon 13.6 deg up, 1.0 of umbral phase in a dark sky"
0624-11-30,624,5,lunar,partial umbral,0.279,Armagh,blind,,"Moon 33.0 deg up, 1.0 of umbral phase in a dark sky"
0625-11-20,625,3,lunar,total,1.633,Clonmacnoise,blind,,"Moon 56.8 deg up, 1.0 of umbral phase in a dark sky"
0626-05-17,626,6,lunar,partial umbral,0.962,Clonmacnoise,blind,,"Moon 16.0 deg up, 0.92 of umbral phase in a dark sky"
0628-09-19,628,1,lunar,partial umbral,0.444,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 11.2 deg up, 0.36 of umbral phase in a dark sky"
0629-03-15,629,3,lunar,total,1.766,Clonmacnoise,blind,,"Moon 37.2 deg up, 1.0 of umbral phase in a dark sky"
0632-01-13,632,1,lunar,partial umbral,0.605,Clonmacnoise,blind,,"Moon 28.1 deg up, 0.92 of umbral phase in a dark sky"
0633-01-01,633,5,lunar,total,1.792,Iona,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 9.2 deg up, 0.16 of umbral phase in a dark sky"
0633-12-21,633,2,lunar,partial umbral,0.549,Iona,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 12.0 deg up, 0.36 of umbral phase in a dark sky"
0634-06-01,634,3,solar,partial,0.811,Clonmacnoise,blind,,UT 14:13 at Armagh
0634-06-17,634,5,lunar,partial umbral,0.149,Clonmacnoise,blind,,"Moon 13.1 deg up, 1.0 of umbral phase in a dark sky"
0635-05-08,635,1,lunar,partial umbral,0.122,Clonmacnoise,blind,,"Moon 17.3 deg up, 1.0 of umbral phase in a dark sky"
0636-04-26,636,5,lunar,total,1.475,Clonmacnoise,blind,,"Moon 21.6 deg up, 1.0 of umbral phase in a dark sky"
0636-10-20,636,0,lunar,total,1.68,Clonmacnoise,blind,,"Moon 47.0 deg up, 1.0 of umbral phase in a dark sky"
0637-04-15,637,2,lunar,partial umbral,0.818,Clonmacnoise,blind,,"Moon 26.1 deg up, 1.0 of umbral phase in a dark sky"
0637-10-09,637,,lunar,partial umbral,0.7558,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0639-09-03,639,5,solar,deep partial,0.979,Armagh,blind,,UT 05:44 at Armagh
0640-02-13,640,0,lunar,total,1.849,Clonmacnoise,blind,,"Moon 29.5 deg up, 0.76 of umbral phase in a dark sky"
0641-02-01,641,4,lunar,partial umbral,0.472,Iona,blind,,"Moon 18.2 deg up, 0.64 of umbral phase in a dark sky"
0641-07-27,641,5,lunar,partial umbral,0.598,Clonmacnoise,blind,,"Moon 14.6 deg up, 0.76 of umbral phase in a dark sky"
0642-12-12,642,4,lunar,partial umbral,0.274,Clonmacnoise,blind,,"Moon 51.9 deg up, 1.0 of umbral phase in a dark sky"
0643-06-08,643,0,lunar,total,1.181,Clonmacnoise,blind,,"Moon 13.0 deg up, 0.88 of umbral phase in a dark sky"
0643-12-01,643,1,lunar,total,1.629,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 15.0 deg up, 0.36 of umbral phase in a dark sky"
0644-11-05,644,5,solar,partial,0.767,Iona,blind,,UT 09:58 at Armagh
0644-11-19,644,5,lunar,partial umbral,0.841,Armagh,blind,,"Moon 46.4 deg up, 1.0 of umbral phase in a dark sky"
0646-04-06,646,4,lunar,partial umbral,0.212,Clonmacnoise,blind,,"Moon 28.4 deg up, 1.0 of umbral phase in a dark sky"
0647-09-19,647,3,lunar,total,1.659,Clonmacnoise,blind,,"Moon 25.1 deg up, 0.64 of umbral phase in a dark sky"
0648-03-14,648,5,lunar,partial umbral,0.762,Clonmacnoise,blind,,"Moon 35.7 deg up, 1.0 of umbral phase in a dark sky"
0648-08-24,648,0,solar,partial,0.594,Iona,blind,,UT 05:28 at Armagh
0648-09-07,648,0,lunar,partial umbral,0.666,Clonmacnoise,blind,,"Moon 19.5 deg up, 0.56 of umbral phase in a dark sky"
0650-01-23,650,,lunar,partial umbral,0.5767,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0650-02-06,650,6,solar,deep partial,0.925,Iona,local-if-recorded,"deep over Ireland, shallow in the Mediterranean",UT 16:10 at Armagh
0650-07-18,650,0,lunar,partial umbral,0.74,Clonmacnoise,blind,,"Moon 11.9 deg up, 0.52 of umbral phase in a dark sky"
0651-01-12,651,3,lunar,total,1.814,Iona,blind,,"Moon 23.5 deg up, 0.6 of umbral phase in a dark sky"
0652-01-01,652,0,lunar,partial umbral,0.566,Iona,blind,,"Moon 13.4 deg up, 0.44 of umbral phase in a dark sky"
0653-11-10,653,0,lunar,partial umbral,0.432,Armagh,blind,,"Moon 34.1 deg up, 1.0 of umbral phase in a dark sky"
0655-04-12,655,0,solar,partial,0.828,Clonmacnoise,blind,,UT 07:13 at Armagh
0655-10-21,655,3,lunar,partial umbral,0.782,Clonmacnoise,blind,,"Moon 47.2 deg up, 1.0 of umbral phase in a dark sky"
0657-03-05,657,0,lunar,partial umbral,0.597,Clonmacnoise,blind,,"Moon 38.6 deg up, 1.0 of umbral phase in a dark sky"
0658-02-23,658,,lunar,total,1.857,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0658-08-18,658,6,lunar,total,1.648,Armagh,blind,,"Moon 5.6 deg up, 0.04 of umbral phase in a dark sky"
0659-01-28,659,1,solar,partial,0.687,Clonmacnoise,blind,,UT 13:06 at Armagh
0659-02-13,659,3,lunar,partial umbral,0.51,Clonmacnoise,blind,,"Moon 49.6 deg up, 1.0 of umbral phase in a dark sky"
0659-08-08,659,4,lunar,partial umbral,0.714,Clonmacnoise,blind,,"Moon 5.1 deg up, 0.08 of umbral phase in a dark sky"
0661-07-02,661,5,solar,deep partial,0.963,Bangor,totality-in-ireland,umbral track 15.0 km from the island,UT 04:56 at Armagh
0661-12-11,661,6,lunar,total,1.627,Iona,blind,,"Moon 21.2 deg up, 0.6 of umbral phase in a dark sky"
0662-12-01,662,4,lunar,partial umbral,0.848,Clonmacnoise,blind,,"Moon 40.2 deg up, 1.0 of umbral phase in a dark sky"
0664-05-01,664,3,solar,central,1.042,Bangor,totality-in-ireland,umbral track 20.0 km from the island,UT 17:15 at Armagh
0664-10-10,664,4,lunar,partial umbral,0.327,Clonmacnoise,blind,,"Moon 41.9 deg up, 1.0 of umbral phase in a dark sky"
0665-04-05,665,,lunar,total,1.5824,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0665-09-30,665,2,lunar,total,1.588,Clonmacnoise,blind,,"Moon 38.0 deg up, 1.0 of umbral phase in a dark sky"
0666-03-26,666,4,lunar,partial umbral,0.85,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 7.3 deg up, 0.12 of umbral phase in a dark sky"
0666-09-04,666,5,solar,deep partial,0.93,Clonmacnoise,blind,,UT 14:55 at Armagh
0666-09-19,666,6,lunar,partial umbral,0.749,Clonmacnoise,blind,,"Moon 33.7 deg up, 1.0 of umbral phase in a dark sky"
0667-08-25,667.0,3.0,solar,partial,0.0,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
0668-02-04,668,5,lunar,partial umbral,0.539,Clonmacnoise,blind,,"Moon 52.0 deg up, 1.0 of umbral phase in a dark sky"
0668-07-29,668,6,lunar,partial umbral,0.624,Clonmacnoise,blind,,"Moon 4.9 deg up, 0.08 of umbral phase in a dark sky"
0669-01-23,669,2,lunar,total,1.791,Clonmacnoise,blind,,"Moon 55.3 deg up, 1.0 of umbral phase in a dark sky"
0669-07-18,669,3,lunar,total,1.805,Clonmacnoise,blind,,"Moon 14.7 deg up, 0.64 of umbral phase in a dark sky"
0670-01-12,670,6,lunar,partial umbral,0.588,Clonmacnoise,blind,,"Moon 57.0 deg up, 1.0 of umbral phase in a dark sky"
0671-11-22,671,6,lunar,partial umbral,0.426,Clonmacnoise,blind,,"Moon 44.4 deg up, 1.0 of umbral phase in a dark sky"
0671-12-07,671.0,0.0,solar,partial,0.1541,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
0672-11-10,672,3,lunar,total,1.641,Armagh,blind,,"Moon 43.0 deg up, 1.0 of umbral phase in a dark sky"
0673-04-22,673,5,solar,partial,0.512,Iona,blind,,UT 16:33 at Armagh
0673-05-06,673,,lunar,total,1.0986,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0675-03-17,675,6,lunar,partial umbral,0.523,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 8.5 deg up, 0.2 of umbral phase in a dark sky"
0675-09-09,675,0,lunar,partial umbral,0.128,Clonmacnoise,blind,,"Moon 29.6 deg up, 1.0 of umbral phase in a dark sky"
0676-03-05,676,3,lunar,total,1.794,Clonmacnoise,blind,,"Moon 40.2 deg up, 1.0 of umbral phase in a dark sky"
0676-08-29,676,5,lunar,total,1.551,Clonmacnoise,blind,,"Moon 27.4 deg up, 1.0 of umbral phase in a dark sky"
0679-01-02,679,0,lunar,partial umbral,0.261,Armagh,blind,,"Moon 35.9 deg up, 1.0 of umbral phase in a dark sky"
0679-07-13,679,3,solar,partial,0.657,Iona,blind,,UT 12:49 at Armagh
0679-12-23,679,5,lunar,total,1.625,Clonmacnoise,blind,,"Moon 59.7 deg up, 1.0 of umbral phase in a dark sky"
0680-06-17,680,0,lunar,total,1.405,Clonmacnoise,blind,,"Moon 12.0 deg up, 0.68 of umbral phase in a dark sky"
0680-12-11,680,,lunar,partial umbral,0.8537,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0682-10-22,682,3,lunar,partial umbral,0.285,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 15.7 deg up, 0.64 of umbral phase in a dark sky"
0683-04-17,683,5,lunar,total,1.473,Clonmacnoise,blind,,"Moon 24.6 deg up, 1.0 of umbral phase in a dark sky"
0686-02-14,686,3,lunar,partial umbral,0.489,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 17.4 deg up, 0.52 of umbral phase in a dark sky"
0687-02-03,687,0,lunar,total,1.752,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 7.0 deg up, 0.08 of umbral phase in a dark sky"
0687-07-30,687,2,lunar,total,1.865,Clonmacnoise,blind,,"Moon 4.9 deg up, 0.04 of umbral phase in a dark sky"
0688-01-23,688,4,lunar,partial umbral,0.621,Iona,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 9.5 deg up, 0.24 of umbral phase in a dark sky"
0688-07-03,688,5,solar,partial,0.744,Iona,blind,,UT 09:08 at Armagh
0688-07-18,688,6,lunar,partial umbral,0.526,Clonmacnoise,blind,,"Moon 12.4 deg up, 0.52 of umbral phase in a dark sky"
0690-05-28,690,6,lunar,total,1.014,Clonmacnoise,blind,,"Moon 8.4 deg up, 0.24 of umbral phase in a dark sky"
0690-11-22,690,2,lunar,total,1.632,Clonmacnoise,blind,,"Moon 44.4 deg up, 1.0 of umbral phase in a dark sky"
0691-05-17,691,3,lunar,total,1.249,Clonmacnoise,blind,,"Moon 16.1 deg up, 0.88 of umbral phase in a dark sky"
0691-11-11,691,6,lunar,partial umbral,0.809,Iona,blind,,"Moon 20.2 deg up, 0.64 of umbral phase in a dark sky"
0693-09-20,693,6,lunar,partial umbral,0.051,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 10.6 deg up, 0.64 of umbral phase in a dark sky"
0693-10-05,693,0,solar,partial,0.793,Bangor,blind,,UT 06:43 at Armagh
0694-03-17,694,2,lunar,total,1.719,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 13.2 deg up, 0.28 of umbral phase in a dark sky"
0695-03-06,695,6,lunar,partial umbral,0.622,Armagh,blind,,"Moon 9.9 deg up, 0.2 of umbral phase in a dark sky"
0695-08-29,695,0,lunar,partial umbral,0.913,Clonmacnoise,blind,,"Moon 22.9 deg up, 0.88 of umbral phase in a dark sky"
0697-01-13,697,6,lunar,partial umbral,0.248,Clonmacnoise,blind,,"Moon 47.4 deg up, 1.0 of umbral phase in a dark sky"
0697-07-09,697,1,lunar,partial umbral,0.75,Clonmacnoise,blind,,"Moon 7.9 deg up, 0.16 of umbral phase in a dark sky"
0697-07-23,697,1,solar,partial,0.568,Clonmacnoise,blind,,UT 20:26 at Armagh
0698-12-08,698,0,solar,deep partial,0.908,Clonmacnoise,totality-in-ireland,umbral track 25.0 km from the island,UT 10:37 at Armagh
0698-12-23,698,1,lunar,partial umbral,0.86,Clonmacnoise,blind,,"Moon 60.4 deg up, 1.0 of umbral phase in a dark sky"
0700-11-01,700,,lunar,partial umbral,0.2535,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0701-10-21,701,5,lunar,total,1.486,Armagh,blind,,"Moon 29.8 deg up, 0.76 of umbral phase in a dark sky"
0702-04-16,702,0,lunar,total,1.061,Clonmacnoise,blind,,"Moon 23.5 deg up, 1.0 of umbral phase in a dark sky"
0702-10-10,702,2,lunar,partial umbral,0.875,Armagh,blind,,"Moon 19.9 deg up, 0.48 of umbral phase in a dark sky"
0704-03-10,704,1,solar,deep partial,0.909,Iona,local-if-recorded,"deep over Ireland, shallow in the Mediterranean",UT 16:18 at Armagh
0704-08-19,704,2,lunar,partial umbral,0.419,Clonmacnoise,blind,,"Moon 14.7 deg up, 0.64 of umbral phase in a dark sky"
0705-02-13,705,5,lunar,total,1.701,Iona,blind,,"Moon 10.0 deg up, 0.2 of umbral phase in a dark sky"
0706-02-02,706,2,lunar,partial umbral,0.663,Iona,blind,,"Moon 6.0 deg up, 0.08 of umbral phase in a dark sky"
0706-07-14,706,3,solar,partial,0.813,Clonmacnoise,blind,,UT 17:49 at Armagh
0706-07-30,706,5,lunar,partial umbral,0.642,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 7.9 deg up, 0.2 of umbral phase in a dark sky"
0707-12-13,707,2,lunar,partial umbral,0.422,Clonmacnoise,blind,,"Moon 56.5 deg up, 1.0 of umbral phase in a dark sky"
0708-06-08,708,5,lunar,partial umbral,0.854,Clonmacnoise,blind,,"Moon 11.4 deg up, 0.56 of umbral phase in a dark sky"
0708-12-02,708,,lunar,total,1.6253,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0709-05-14,709,2,solar,partial,0.791,Iona,blind,,UT 05:14 at Armagh
0709-11-22,709,5,lunar,partial umbral,0.811,Clonmacnoise,blind,,"Moon 56.6 deg up, 1.0 of umbral phase in a dark sky"
0711-04-07,711,2,lunar,partial umbral,0.342,Clonmacnoise,blind,,"Moon 25.9 deg up, 1.0 of umbral phase in a dark sky"
0712-09-19,712,1,lunar,total,1.399,Armagh,blind,,"Moon 7.6 deg up, 0.08 of umbral phase in a dark sky"
0713-03-01,713,3,solar,deep partial,0.927,Iona,blind,,UT 14:14 at Armagh
0713-03-17,713,5,lunar,partial umbral,0.698,Clonmacnoise,blind,,"Moon 37.0 deg up, 1.0 of umbral phase in a dark sky"
0713-09-09,713,6,lunar,partial umbral,0.995,Clonmacnoise,blind,,"Moon 18.5 deg up, 0.56 of umbral phase in a dark sky"
0715-07-21,715,0,lunar,partial umbral,0.614,Clonmacnoise,blind,,"Moon 11.5 deg up, 0.44 of umbral phase in a dark sky"
0716-01-13,716,1,lunar,total,1.611,Armagh,blind,,"Moon 31.5 deg up, 0.84 of umbral phase in a dark sky"
0717-01-02,717,6,lunar,partial umbral,0.871,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 19.6 deg up, 0.56 of umbral phase in a dark sky"
0718-06-03,718,5,solar,partial,0.611,Clonmacnoise,blind,,UT 14:45 at Armagh
0718-11-13,718,0,lunar,partial umbral,0.23,Clonmacnoise,blind,,"Moon 54.4 deg up, 1.0 of umbral phase in a dark sky"
0719-11-02,719,4,lunar,total,1.452,Clonmacnoise,blind,,"Moon 51.1 deg up, 1.0 of umbral phase in a dark sky"
0720-10-06,720,0,solar,partial,0.851,Clonmacnoise,blind,,UT 15:53 at Armagh
0720-10-21,720,1,lunar,partial umbral,0.919,Clonmacnoise,blind,,"Moon 48.3 deg up, 1.0 of umbral phase in a dark sky"
0722-03-07,722,6,lunar,partial umbral,0.349,Clonmacnoise,blind,,"Moon 38.8 deg up, 1.0 of umbral phase in a dark sky"
0722-08-31,722,1,lunar,partial umbral,0.332,Clonmacnoise,blind,,"Moon 15.2 deg up, 0.72 of umbral phase in a dark sky"
0723-02-25,723,4,lunar,total,1.634,Clonmacnoise,blind,,"Moon 44.3 deg up, 1.0 of umbral phase in a dark sky"
0723-08-20,723,5,lunar,total,1.648,Clonmacnoise,blind,,"Moon 21.8 deg up, 0.76 of umbral phase in a dark sky"
0724-02-14,724,1,lunar,partial umbral,0.716,Clonmacnoise,blind,,"Moon 47.8 deg up, 1.0 of umbral phase in a dark sky"
0725-12-24,725,1,lunar,partial umbral,0.421,Clonmacnoise,blind,,"Moon 24.5 deg up, 1.0 of umbral phase in a dark sky"
0726-12-13,726,5,lunar,total,1.622,Clonmacnoise,blind,,"Moon 59.8 deg up, 1.0 of umbral phase in a dark sky"
0728-05-27,728,4,lunar,partial umbral,0.203,Clonmacnoise,blind,,"Moon 11.2 deg up, 0.68 of umbral phase in a dark sky"
0730-04-07,730,5,lunar,total,1.529,Clonmacnoise,blind,,"Moon 27.1 deg up, 1.0 of umbral phase in a dark sky"
0730-10-01,730,0,lunar,total,1.343,Clonmacnoise,blind,,"Moon 40.5 deg up, 1.0 of umbral phase in a dark sky"
0730-10-16,730,1,solar,partial,0.594,Iona,blind,,UT 15:25 at Armagh
0733-02-03,733,2,lunar,partial umbral,0.197,Armagh,blind,,"Moon 28.9 deg up, 1.0 of umbral phase in a dark sky"
0733-08-14,733,5,solar,deep partial,0.948,Clonmacnoise,totality-in-ireland,umbral track 18.0 km from the island,UT 08:44 at Armagh
0734-01-24,734,0,lunar,total,1.593,Clonmacnoise,blind,,"Moon 54.0 deg up, 1.0 of umbral phase in a dark sky"
0734-07-20,734,,lunar,total,1.8404,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0735-01-13,735,4,lunar,partial umbral,0.885,Iona,blind,,"Moon 12.3 deg up, 0.32 of umbral phase in a dark sky"
0735-07-09,735,,lunar,partial umbral,0.4227,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0736-11-23,736,5,lunar,partial umbral,0.214,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 12.5 deg up, 0.56 of umbral phase in a dark sky"
0737-05-18,737,6,lunar,total,1.104,Clonmacnoise,blind,,"Moon 13.1 deg up, 0.52 of umbral phase in a dark sky"
0737-06-03,737,1,solar,partial,0.734,Iona,blind,,UT 06:38 at Armagh
0740-03-18,740,5,lunar,partial umbral,0.259,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 12.8 deg up, 0.4 of umbral phase in a dark sky"
0741-03-07,741,2,lunar,total,1.556,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 10.6 deg up, 0.16 of umbral phase in a dark sky"
0741-08-31,741,4,lunar,total,1.556,Clonmacnoise,blind,,"Moon 16.1 deg up, 0.44 of umbral phase in a dark sky"
0742-02-24,742,6,lunar,partial umbral,0.784,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 9.1 deg up, 0.16 of umbral phase in a dark sky"
0742-08-20,742,1,lunar,partial umbral,0.847,Clonmacnoise,blind,,"Moon 14.9 deg up, 0.44 of umbral phase in a dark sky"
0744-01-04,744,,lunar,partial umbral,0.4129,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0744-12-24,744,4,lunar,total,1.617,Clonmacnoise,blind,,"Moon 26.0 deg up, 0.72 of umbral phase in a dark sky"
0745-06-04,745,5,solar,partial,0.5,Iona,blind,,UT 20:53 at Armagh
0745-06-18,745,,lunar,total,1.7119,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0745-12-13,745,1,lunar,partial umbral,0.81,Armagh,blind,,"Moon 37.4 deg up, 1.0 of umbral phase in a dark sky"
0748-04-18,748,4,lunar,total,1.418,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 7.1 deg up, 0.12 of umbral phase in a dark sky"
0749-03-23,749.0,0.0,solar,partial,0.0,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
0749-04-07,749,,lunar,partial umbral,0.8914,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0749-09-30,749,2,lunar,total,1.118,Clonmacnoise,blind,,"Moon 38.4 deg up, 1.0 of umbral phase in a dark sky"
0751-02-15,751,1,lunar,partial umbral,0.158,Clonmacnoise,blind,,"Moon 39.1 deg up, 1.0 of umbral phase in a dark sky"
0751-08-11,751,,lunar,partial umbral,0.364,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0752-07-31,752,1,lunar,total,1.703,Clonmacnoise,blind,,"Moon 18.3 deg up, 1.0 of umbral phase in a dark sky"
0753-01-09,753,2,solar,partial,0.865,Clonmacnoise,blind,,UT 11:17 at Armagh
